target,target_neighborhood,target_list,basis,comp_address,comp_sold_price,comp_ppsf,comp_sqft
3000 E Oakland Park Boulevard Unit#601,Waterside,1674500,same street,1816 E Oakland Park Blvd Unit#63,228500,389.0,588
3000 E Oakland Park Boulevard Unit#601,Waterside,1674500,same street,1816 E Oakland Park Blvd Unit#77,160000,272.0,588
3000 E Oakland Park Boulevard Unit#601,Waterside,1674500,same street,1812 E Oakland Park Blvd Unit#36,155000,264.0,588
8 Portside Drive Unit#8a,Portside Yacht Club,1669000,same street,39 Portside Drive Unit#39B,1830500,724.0,2530
8 Portside Drive Unit#8a,Portside Yacht Club,1669000,same street,26 Portside Dr,1350000,606.0,2226
111 SE 8th Avenue Unit#Ph-1701,Venezia,1655000,same street,111 SE 8th Ave Unit#1101,850000,491.0,1730
111 SE 8th Avenue Unit#Ph-1701,Venezia,1655000,same street,111 SE 8th Ave Unit#1001,845000,552.0,1530
111 SE 8th Avenue Unit#Ph-1701,Venezia,1655000,same street,111 SE 8th Avenue Unit#601,750000,491.0,1529
111 SE 8th Avenue Unit#Ph-1701,Venezia,1655000,same street,111 SE 8th Avenue Unit#1005,645000,542.0,1190
111 SE 8th Avenue Unit#Ph-1701,Venezia,1655000,same street,111 SE 8th Ave Unit#1003,475000,534.0,890
2125 NE 17th Ter,Middle River Manor,1650000,same street,1232 NE 17th Ter,1500000,903.0,1661
2125 NE 17th Ter,Middle River Manor,1650000,same street,1910 NE 17th Terrace,880000,562.0,1566
2125 NE 17th Ter,Middle River Manor,1650000,same street,1419 NE 17th Ter,800000,474.0,1689
2125 NE 17th Ter,Middle River Manor,1650000,same street,2840 NE 17th Ter,855000,556.0,1538
2125 NE 17th Ter,Middle River Manor,1650000,same street,735 NE 17th Terrace,649000,422.0,1538
100 E Las Olas Boulevard Unit#3804,Las Olas,1649000,same street,100 E Las Olas Boulevard Unit#4504,1810000,969.0,1867
100 E Las Olas Boulevard Unit#3804,Las Olas,1649000,same street,100 E Las Olas Blvd Unit#3604,1710000,916.0,1867
100 E Las Olas Boulevard Unit#3804,Las Olas,1649000,same street,100 E Las Olas Blvd Unit#2604,1600000,857.0,1867
100 E Las Olas Boulevard Unit#3804,Las Olas,1649000,same street,100 E Las Olas Blvd Unit#3804,1600000,857.0,1867
100 E Las Olas Boulevard Unit#3804,Las Olas,1649000,same street,100 E Las Olas Boulevard Unit#1904,1525000,817.0,1867
411 N New River Dr E Unit#3703,Las Olas,1629000,same street,411 N New River Dr E Unit#3203,1495000,709.0,2110
411 N New River Dr E Unit#3703,Las Olas,1629000,same street,347 N New River Dr E Unit#PH2,1550000,808.0,1919
411 N New River Dr E Unit#3703,Las Olas,1629000,same street,411 N New River Dr E Unit#1502,1375000,844.0,1630
411 N New River Dr E Unit#3703,Las Olas,1629000,same street,411 N New River Dr E Unit#1202,950000,583.0,1630
411 N New River Dr E Unit#3703,Las Olas,1629000,same street,347 N New River Dr E Unit#2201,1195000,740.0,1615
2100 S Ocean Ln Unit#412,Point Americas,1625000,same street,2100 S Ocean Ln Unit#512,980000,541.0,1813
2100 S Ocean Ln Unit#412,Point Americas,1625000,same street,2100 S Ocean Ln Unit#2102,1455000,774.0,1879
2100 S Ocean Ln Unit#412,Point Americas,1625000,same street,2100 S Ocean Ln Unit#1502,930000,495.0,1879
2100 S Ocean Ln Unit#412,Point Americas,1625000,same street,2100 S Ocean Ln Unit#2108,886240,471.0,1880
2100 S Ocean Ln Unit#412,Point Americas,1625000,same street,2100 S Ocean Ln Unit#1608,800000,426.0,1880
101 S Fort Lauderdale Beach Boulevard Unit#1107,Las Olas,1599000,same street,101 S Fort Lauderdale Beach Boulevard Unit#1707,1735000,911.0,1905
101 S Fort Lauderdale Beach Boulevard Unit#1107,Las Olas,1599000,same street,101 S FORT LAUDERDALE BEACH BLVD Unit#1907,1725000,906.0,1905
101 S Fort Lauderdale Beach Boulevard Unit#1107,Las Olas,1599000,same street,101 S FORT LAUDERDALE BEACH BLVD Unit#1807,1740000,913.0,1905
101 S Fort Lauderdale Beach Boulevard Unit#1107,Las Olas,1599000,same street,101 S Fort Lauderdale Beach Blvd Unit#2507,1600000,840.0,1905
101 S Fort Lauderdale Beach Boulevard Unit#1107,Las Olas,1599000,same street,101 S FORT LAUDERDALE BEACH BLVD Unit#2107,1536179,806.0,1905
2021 SW 14th Terrace,River Oaks La Preserve,1599000,same street,2326 SW 14th Terrace,1380000,504.0,2738
2021 SW 14th Terrace,River Oaks La Preserve,1599000,same street,621 SW 14th Ter,700000,388.0,1804
2021 SW 14th Terrace,River Oaks La Preserve,1599000,same street,715 SW 14th Ter,485000,509.0,952
3030 N Ocean Boulevard Unit#S106,Thirty North Ocean,1595000,same street,2200 N Ocean Blvd Unit#N1102,4200000,1893.0,2219
3030 N Ocean Boulevard Unit#S106,Thirty North Ocean,1595000,same street,2200 N Ocean Boulevard Unit#N505,4950000,2034.0,2434
3030 N Ocean Boulevard Unit#S106,Thirty North Ocean,1595000,same street,2509 N Ocean Blvd Unit#675,1032000,480.0,2150
3030 N Ocean Boulevard Unit#S106,Thirty North Ocean,1595000,same street,2501 N Ocean Blvd Unit#652,1010000,470.0,2150
3030 N Ocean Boulevard Unit#S106,Thirty North Ocean,1595000,same street,2509 N Ocean Blvd Unit#775,950000,442.0,2150
2200 S Ocean Ln Unit#1405,Point America Point Americas,1595000,same street,2200 S Ocean Ln Unit#905,1650000,760.0,2170
2200 S Ocean Ln Unit#1405,Point America Point Americas,1595000,same street,2200 S Ocean Ln Unit#205,1370000,631.0,2170
2200 S Ocean Ln Unit#1405,Point America Point Americas,1595000,same street,2200 S Ocean Ln Unit#905,1075000,495.0,2170
2200 S Ocean Ln Unit#1405,Point America Point Americas,1595000,same street,2200 S Ocean Lane Unit#806,1050000,484.0,2170
2200 S Ocean Ln Unit#1405,Point America Point Americas,1595000,same street,2100 S Ocean Lane Unit#1707,1400000,662.0,2116
2200 S Ocean Lane Unit#2805,Point Americas Phase Ii,1595000,same street,2200 S Ocean Ln Unit#905,1650000,760.0,2170
2200 S Ocean Lane Unit#2805,Point Americas Phase Ii,1595000,same street,2200 S Ocean Ln Unit#205,1370000,631.0,2170
2200 S Ocean Lane Unit#2805,Point Americas Phase Ii,1595000,same street,2200 S Ocean Ln Unit#905,1075000,495.0,2170
2200 S Ocean Lane Unit#2805,Point Americas Phase Ii,1595000,same street,2200 S Ocean Lane Unit#806,1050000,484.0,2170
2200 S Ocean Lane Unit#2805,Point Americas Phase Ii,1595000,same street,2100 S Ocean Lane Unit#1707,1400000,662.0,2116
2100 S Ocean Lane Unit#1712,Point Americas,1595000,same street,2100 S Ocean Ln Unit#512,980000,541.0,1813
2100 S Ocean Lane Unit#1712,Point Americas,1595000,same street,2100 S Ocean Ln Unit#2102,1455000,774.0,1879
2100 S Ocean Lane Unit#1712,Point Americas,1595000,same street,2100 S Ocean Ln Unit#1502,930000,495.0,1879
2100 S Ocean Lane Unit#1712,Point Americas,1595000,same street,2100 S Ocean Ln Unit#2108,886240,471.0,1880
2100 S Ocean Lane Unit#1712,Point Americas,1595000,same street,2100 S Ocean Ln Unit#1608,800000,426.0,1880
101 S Fort Lauderdale Beach Blvd Unit#308,Las Olas,1595000,same street,101 S Fort Lauderdale Beach Blvd Unit#1903,2900000,956.0,3035
101 S Fort Lauderdale Beach Blvd Unit#308,Las Olas,1595000,same street,101 S Fort Lauderdale Beach Boulevard Unit#1201,2800000,949.0,2950
101 S Fort Lauderdale Beach Blvd Unit#308,Las Olas,1595000,same street,101 S Fort Lauderdale Beach Blvd Unit#1405,2160000,732.0,2950
101 S Fort Lauderdale Beach Blvd Unit#308,Las Olas,1595000,same street,101 S Fort Lauderdale Beach Blvd Unit#901,2110000,715.0,2950
101 S Fort Lauderdale Beach Blvd Unit#308,Las Olas,1595000,same street,101 S Fort Lauderdale Beach Blvd Unit#1001,1850000,627.0,2950
919 NE 17th Terrace Unit#A,Victoria Park,1595000,same street,810 NE 17th ter,1600000,644.0,2484
919 NE 17th Terrace Unit#A,Victoria Park,1595000,same street,808 NE 17th Ter,1600000,644.0,2484
919 NE 17th Terrace Unit#A,Victoria Park,1595000,same street,921 NE 17th Terrace Unit#A,1495000,590.0,2532
919 NE 17th Terrace Unit#A,Victoria Park,1595000,same street,912 NE 17th Ter,1100000,471.0,2333
919 NE 17th Terrace Unit#A,Victoria Park,1595000,same street,815 NE 17th Ter,1495000,663.0,2255
2056 NE 21st Court,South Coral Point,1595000,same street,2608 NE 21st Ct,1475000,515.0,2865
2056 NE 21st Court,South Coral Point,1595000,same street,300 NE 21st Court,2800000,898.0,3118
2056 NE 21st Court,South Coral Point,1595000,same street,2724 NE 21st Court,3250000,1034.0,3142
2056 NE 21st Court,South Coral Point,1595000,same street,2017 NE 21st Court,1240000,487.0,2544
2056 NE 21st Court,South Coral Point,1595000,same street,132 NE 21st Court,1410000,443.0,3184
203 SW 10th Street,Lauderdale,1595000,same street,811 SW 10th St,1050000,420.0,2500
203 SW 10th Street,Lauderdale,1595000,same street,822 SW 10th St,928000,353.0,2630
203 SW 10th Street,Lauderdale,1595000,same street,809 SW 10th Street,1025000,418.0,2450
203 SW 10th Street,Lauderdale,1595000,same street,610 SW 10th St Unit#610,965000,361.0,2675
203 SW 10th Street,Lauderdale,1595000,same street,410 SW 10th Street,717500,296.0,2426
15 Port Side Dr Unit#15C,Portside Yacht Club,1595000,same street,33 Port Side Drive Unit#33C,1500000,674.0,2226
15 Port Side Dr Unit#15C,Portside Yacht Club,1595000,same street,17 Port Side Drive Unit#17A,2100000,747.0,2813
15 Port Side Dr Unit#15C,Portside Yacht Club,1595000,same street,24 Port Side Dr Unit#24A,1800000,640.0,2813
218 NE 15th Avenue Unit#218,Isles Enclave,1584000,same street,220 NE 15th Avenue Unit#220,1605000,452.0,3548
218 NE 15th Avenue Unit#218,Isles Enclave,1584000,same street,618 NE 15th Ave,2255000,621.0,3634
218 NE 15th Avenue Unit#218,Isles Enclave,1584000,same street,459 NE 15th Ave,1700000,515.0,3301
218 NE 15th Avenue Unit#218,Isles Enclave,1584000,same street,222 NE 15th Ave,1656000,508.0,3262
218 NE 15th Avenue Unit#218,Isles Enclave,1584000,same street,620 NE 15th Ave,2475000,631.0,3922
2308 SE 18 St,Harbour Heights,1575000,neighborhood + band,1950 Harbourview Dr,1300000,709.0,1833
2308 SE 18 St,Harbour Heights,1575000,neighborhood + band,1909 Admirals Way,1300000,660.0,1970
2308 SE 18 St,Harbour Heights,1575000,neighborhood + band,2100 Manatee Drive,1440000,702.0,2050
2308 SE 18 St,Harbour Heights,1575000,neighborhood + band,1925 SE 25th Ave,1500000,666.0,2253
2308 SE 18 St,Harbour Heights,1575000,neighborhood + band,1959 SE 25th Avenue,1985000,866.0,2291
551 N Fort Lauderdale Beach Blvd Unit#R201,Flb Condominium Resid Elliott,1574900,same street,505 N Fort Lauderdale Beach Blvd Unit#717,380000,370.0,1028
551 N Fort Lauderdale Beach Blvd Unit#R201,Flb Condominium Resid Elliott,1574900,same street,551 N Fort Lauderdale Beach Blvd Unit#R304,980000,925.0,1060
551 N Fort Lauderdale Beach Blvd Unit#R201,Flb Condominium Resid Elliott,1574900,same street,551 N Fort Lauderdale Beach Blvd Unit#R404,1290000,1216.0,1061
551 N Fort Lauderdale Beach Blvd Unit#R201,Flb Condominium Resid Elliott,1574900,same street,551 N Fort Lauderdale Beach Blvd Unit#R404,950000,895.0,1061
551 N Fort Lauderdale Beach Blvd Unit#R201,Flb Condominium Resid Elliott,1574900,same street,551 N Fort Lauderdale Beach Blvd Unit#R2017,1100000,1033.0,1065
1234 NE 17th Ter,Lake Ridge,1565000,same street,810 NE 17th ter,1600000,644.0,2484
1234 NE 17th Ter,Lake Ridge,1565000,same street,808 NE 17th Ter,1600000,644.0,2484
1234 NE 17th Ter,Lake Ridge,1565000,same street,921 NE 17th Terrace Unit#A,1495000,590.0,2532
1234 NE 17th Ter,Lake Ridge,1565000,same street,912 NE 17th Ter,1100000,471.0,2333
1234 NE 17th Ter,Lake Ridge,1565000,same street,815 NE 17th Ter,1495000,663.0,2255
2514 NE 21ST Street Unit#A,Livermore Estates,1550000,same street,1919 NE 21st St,1650000,656.0,2517
2514 NE 21ST Street Unit#A,Livermore Estates,1550000,same street,101 NE 21st St,1390000,460.0,3022
2514 NE 21ST Street Unit#A,Livermore Estates,1550000,same street,301 NE 21st Street,2852500,875.0,3260
2514 NE 21ST Street Unit#A,Livermore Estates,1550000,same street,325 NE 21st St,535750,335.0,1598
2514 NE 21ST Street Unit#A,Livermore Estates,1550000,same street,235 NE 21st St,500000,556.0,900
2200 S Ocean Lane Unit#205,Point Americas Phase Ii,1549000,same street,2200 S Ocean Ln Unit#905,1650000,760.0,2170
2200 S Ocean Lane Unit#205,Point Americas Phase Ii,1549000,same street,2200 S Ocean Ln Unit#205,1370000,631.0,2170
2200 S Ocean Lane Unit#205,Point Americas Phase Ii,1549000,same street,2200 S Ocean Ln Unit#905,1075000,495.0,2170
2200 S Ocean Lane Unit#205,Point Americas Phase Ii,1549000,same street,2200 S Ocean Lane Unit#806,1050000,484.0,2170
2200 S Ocean Lane Unit#205,Point Americas Phase Ii,1549000,same street,2100 S Ocean Lane Unit#1707,1400000,662.0,2116
2100 N Ocean Blvd Unit#18D,Palms Tower One Palms,1545000,same street,2509 N Ocean Blvd Unit#675,1032000,480.0,2150
2100 N Ocean Blvd Unit#18D,Palms Tower One Palms,1545000,same street,2501 N Ocean Blvd Unit#652,1010000,470.0,2150
2100 N Ocean Blvd Unit#18D,Palms Tower One Palms,1545000,same street,2509 N Ocean Blvd Unit#775,950000,442.0,2150
2100 N Ocean Blvd Unit#18D,Palms Tower One Palms,1545000,same street,2110 N Ocean Boulevard Unit#22a,1200000,563.0,2130
2100 N Ocean Blvd Unit#18D,Palms Tower One Palms,1545000,same street,2110 N Ocean Blvd Unit#11A,1325000,622.0,2130
915 SE 2nd Court,Colee Hammock,1524900,same street,1025 SE 2nd Ct Unit#1025,1440000,496.0,2902
915 SE 2nd Court,Colee Hammock,1524900,same street,1508 SE 2nd Court Unit#B,1135000,552.0,2055
915 SE 2nd Court,Colee Hammock,1524900,same street,1529 SE 2nd Ct,3100000,898.0,3451
915 SE 2nd Court,Colee Hammock,1524900,same street,1261 SE 2nd Ct,805000,598.0,1346
915 SE 2nd Court,Colee Hammock,1524900,same street,1212 SE 2nd Ct Unit#304,460000,378.0,1218
551 N Fort Lauderdale Beach Boulevard Unit#R1902,Ocean Resort Residences,1500000,same street,1 N Fort Lauderdale Beach Blvd Unit#1501,1250000,806.0,1550
551 N Fort Lauderdale Beach Boulevard Unit#R1902,Ocean Resort Residences,1500000,same street,701 N Fort Lauderdale Beach Blvd Unit#112,1050000,684.0,1536
551 N Fort Lauderdale Beach Boulevard Unit#R1902,Ocean Resort Residences,1500000,same street,701 N Fort Lauderdale Beach Blvd Unit#212,1450000,870.0,1667
551 N Fort Lauderdale Beach Boulevard Unit#R1902,Ocean Resort Residences,1500000,same street,701 N Fort Lauderdale Beach Blvd Unit#114,1200000,799.0,1501
551 N Fort Lauderdale Beach Boulevard Unit#R1902,Ocean Resort Residences,1500000,same street,1151 N Fort Lauderdale Beach Boulevard Unit#17b,1080000,635.0,1700
1676 S Ocean Lane Unit#253,Oceanage,1500000,same street,1578 S Ocean Lane Unit#114,1259300,996.0,1264
1676 S Ocean Lane Unit#253,Oceanage,1500000,same street,1665 S OCEAN LANE Unit#191,1010004,799.0,1264
1676 S Ocean Lane Unit#253,Oceanage,1500000,same street,1586 S Ocean Ln Unit#125,937500,742.0,1264
1676 S Ocean Lane Unit#253,Oceanage,1500000,same street,1654 S Ocean Ln Unit#143,885000,700.0,1264
1676 S Ocean Lane Unit#253,Oceanage,1500000,same street,1665 S Ocean Ln Unit#190,1362500,1070.0,1273
1500 SE 12th St Unit#1A,Hemingway Landings,1500000,same street,1424 SE 12th St Unit#2A,1365000,597.0,2288
1500 SE 12th St Unit#1A,Hemingway Landings,1500000,same street,1532 SE 12th Street Unit#PH-1,2125000,900.0,2360
1500 SE 12th St Unit#1A,Hemingway Landings,1500000,same street,1414 SE 12th Street Unit#2a,1525000,724.0,2107
1500 SE 12th St Unit#1A,Hemingway Landings,1500000,same street,1532 SE 12th Street Unit#204,1700000,822.0,2067
1500 SE 12th St Unit#1A,Hemingway Landings,1500000,same street,1532 SE 12th Street Unit#304,1300000,629.0,2067
805 SE 10th Street,Rio Vista,1500000,same street,810 SE 10th Street,1050000,449.0,2337
805 SE 10th Street,Rio Vista,1500000,same street,1791 SE 10th Street,8150000,3022.0,2697
805 SE 10th Street,Rio Vista,1500000,same street,804 SE 10th St,1250000,635.0,1970
805 SE 10th Street,Rio Vista,1500000,same street,217 SE 10th St,600000,570.0,1053
805 SE 10th Street,Rio Vista,1500000,same street,915 SE 10th St,4050000,909.0,4453
1151 N Fort Lauderdale Beach Boulevard Unit#14D,Park Tower,1499900,same street,1151 N Fort Lauderdale Beach Boulevard Unit#17b,1080000,635.0,1700
1151 N Fort Lauderdale Beach Boulevard Unit#14D,Park Tower,1499900,same street,1151 N Fort Lauderdale Beach Blvd Unit#3D,840000,494.0,1700
1151 N Fort Lauderdale Beach Boulevard Unit#14D,Park Tower,1499900,same street,525 N Fort Lauderdale Beach Blvd Unit#1708,2550000,1482.0,1721
1151 N Fort Lauderdale Beach Boulevard Unit#14D,Park Tower,1499900,same street,701 N Fort Lauderdale Beach Blvd Unit#212,1450000,870.0,1667
1151 N Fort Lauderdale Beach Boulevard Unit#14D,Park Tower,1499900,same street,701 N Fort Lauderdale Beach Blvd Unit#1703,2295000,1311.0,1750
101 S Fort Lauderdale Beach Boulevard Unit#705,Las Olas,1499000,same street,101 S Fort Lauderdale Beach Boulevard Unit#1201,2800000,949.0,2950
101 S Fort Lauderdale Beach Boulevard Unit#705,Las Olas,1499000,same street,101 S Fort Lauderdale Beach Blvd Unit#1405,2160000,732.0,2950
101 S Fort Lauderdale Beach Boulevard Unit#705,Las Olas,1499000,same street,101 S Fort Lauderdale Beach Blvd Unit#901,2110000,715.0,2950
101 S Fort Lauderdale Beach Boulevard Unit#705,Las Olas,1499000,same street,101 S Fort Lauderdale Beach Blvd Unit#1001,1850000,627.0,2950
101 S Fort Lauderdale Beach Boulevard Unit#705,Las Olas,1499000,same street,101 S Fort Lauderdale Beach Blvd Unit#701,1400500,475.0,2950
101 S Fort Lauderdale Beach Boulevard Unit#702,Las Olas,1499000,same street,101 S Fort Lauderdale Beach Blvd Unit#2102,2310416,971.0,2380
101 S Fort Lauderdale Beach Boulevard Unit#702,Las Olas,1499000,same street,101 S Fort Lauderdale Beach Boulevard Unit#2402,2220000,933.0,2380
101 S Fort Lauderdale Beach Boulevard Unit#702,Las Olas,1499000,same street,101 S Fort Lauderdale Beach Boulevard Unit#2004,2100000,882.0,2380
101 S Fort Lauderdale Beach Boulevard Unit#702,Las Olas,1499000,same street,101 S Fort Lauderdale Beach Boulevard Unit#1004,1606250,675.0,2380
101 S Fort Lauderdale Beach Boulevard Unit#702,Las Olas,1499000,same street,101 S Fort Lauderdale Beach Blvd Unit#902,1584000,666.0,2380
2409 Bayview Dr,Coral Ridge Galt,1499000,same street,2449 Bayview Dr,1395000,683.0,2041
2409 Bayview Dr,Coral Ridge Galt,1499000,same street,2308 Bayview Drive,930000,404.0,2300
2409 Bayview Dr,Coral Ridge Galt,1499000,same street,2301 Bayview Dr,1243000,611.0,2036
2409 Bayview Dr,Coral Ridge Galt,1499000,same street,1364 Bayview Drive Unit#1364,1060000,442.0,2397
2409 Bayview Dr,Coral Ridge Galt,1499000,same street,2457 Bayview Dr,1635000,682.0,2399
333 Las Olas Way Unit#2505,Las Olas,1499000,same street,333 Las Olas Way Unit#804,1500000,705.0,2129
333 Las Olas Way Unit#2505,Las Olas,1499000,same street,333 LAS OLAS WAY Unit#3305,1325000,622.0,2129
333 Las Olas Way Unit#2505,Las Olas,1499000,same street,333 Las Olas Way Unit#3404,1300000,611.0,2129
333 Las Olas Way Unit#2505,Las Olas,1499000,same street,333 Las Olas Way Unit#2209,1600000,747.0,2141
333 Las Olas Way Unit#2505,Las Olas,1499000,same street,333 Las Olas Way Unit#909,1350000,631.0,2141
1414 SE 12th St Unit#1B,Hemingway Landings,1499000,same street,1414 SE 12th Street Unit#2a,1525000,724.0,2107
1414 SE 12th St Unit#1B,Hemingway Landings,1499000,same street,1532 SE 12th Street Unit#204,1700000,822.0,2067
1414 SE 12th St Unit#1B,Hemingway Landings,1499000,same street,1532 SE 12th Street Unit#304,1300000,629.0,2067
1414 SE 12th St Unit#1B,Hemingway Landings,1499000,same street,716 SE 12th St Unit#13,675000,337.0,2005
1414 SE 12th St Unit#1B,Hemingway Landings,1499000,same street,1424 SE 12th St Unit#2A,1365000,597.0,2288
2417 NE 19th Avenue,Middle River Manor,1499000,same street,2225 NE 19th Avenue,975000,530.0,1840
2417 NE 19th Avenue,Middle River Manor,1499000,same street,2409 NE 19th Avenue,1282100,752.0,1706
2417 NE 19th Avenue,Middle River Manor,1499000,same street,834 NE 19th Ave Unit#834,748440,405.0,1848
2417 NE 19th Avenue,Middle River Manor,1499000,same street,830 NE 19th Avenue,710000,384.0,1848
2417 NE 19th Avenue,Middle River Manor,1499000,same street,814 NE 19th Ave Unit#814,785000,410.0,1914
308 SW 14th Ct,Lauderdale,1499000,same street,420 SW 14th Ct,711500,439.0,1620
308 SW 14th Ct,Lauderdale,1499000,same street,228 SW 14th Ct,470000,316.0,1485
308 SW 14th Ct,Lauderdale,1499000,same street,801 SW 14th Ct,625000,445.0,1403
308 SW 14th Ct,Lauderdale,1499000,same street,300 SW 14th Ct.,485000,501.0,968
1414 SE 12th Street Unit#3c,Hemingway Landings,1499000,same street,1414 SE 12th Street Unit#2a,1525000,724.0,2107
